date,temperature_2m_max (°C),temperature_2m_mean (°C),precipitation_sum (mm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²)
2018-12-01,26.7,20.0,0.00,10.5,69,13.95
2018-12-02,27.8,20.7,0.00,10.7,80,16.24
2018-12-03,27.9,20.9,0.00,10.0,46,14.86
2018-12-04,27.8,21.5,0.00,9.7,79,15.20
2018-12-05,28.3,21.8,0.00,13.8,141,16.60
2018-12-06,29.2,21.8,0.00,13.0,284,17.18
2018-12-07,29.4,21.7,0.00,13.1,328,16.69
2018-12-08,29.6,22.4,0.00,16.0,271,16.77
2018-12-09,29.7,20.9,0.00,13.0,303,16.94
2018-12-10,26.9,19.5,0.00,11.7,310,17.37
2018-12-11,26.5,19.1,0.00,11.2,345,17.03
2018-12-12,26.1,19.3,0.00,10.9,341,16.88
2018-12-13,26.0,19.5,0.00,11.6,23,16.72
2018-12-14,25.7,19.1,0.00,16.7,69,16.62
2018-12-15,26.2,19.7,0.00,18.9,83,16.48
2018-12-16,25.5,19.4,0.00,15.6,75,16.82
2018-12-17,24.7,17.8,0.00,12.7,76,16.83
2018-12-18,25.7,18.8,0.00,11.3,72,16.89
2018-12-19,25.2,17.1,0.00,15.4,78,17.40
2018-12-20,25.5,17.4,0.00,15.3,82,17.27
2018-12-21,26.3,18.3,0.00,10.4,67,16.94
2018-12-22,27.6,19.2,0.00,9.1,62,16.90
2018-12-23,28.3,20.3,0.00,11.4,65,15.90
2018-12-24,29.2,21.5,0.00,13.1,336,12.92
2018-12-25,29.6,22.2,0.00,12.7,272,16.42
2018-12-26,26.4,19.7,0.00,16.2,298,16.83
2018-12-27,24.3,16.2,0.00,14.0,36,17.59
2018-12-28,23.7,16.0,0.00,18.4,81,17.75
2018-12-29,24.3,15.7,0.00,15.7,83,17.65
2018-12-30,24.9,16.2,0.00,14.9,81,17.52
2018-12-31,26.1,17.0,0.00,13.6,80,17.54
2019-01-01,27.4,17.9,0.00,12.2,69,16.98
2019-01-02,28.2,19.0,0.00,11.6,3,17.50
2019-01-03,28.8,20.5,0.00,12.2,35,17.37
2019-01-04,29.0,20.1,0.00,12.5,35,17.45
2019-01-05,29.3,20.3,0.00,11.5,280,17.36
2019-01-06,27.3,18.8,0.00,12.9,330,17.70
2019-01-07,25.9,17.1,0.00,13.4,73,17.78
2019-01-08,26.4,17.2,0.00,11.5,69,17.90
2019-01-09,27.2,17.3,0.00,10.1,46,17.91
2019-01-10,27.6,18.1,0.00,10.8,63,17.87
2019-01-11,28.9,18.7,0.00,9.5,359,17.72
2019-01-12,28.7,20.1,0.00,13.1,272,17.87
2019-01-13,27.5,19.0,0.00,13.0,342,18.03
2019-01-14,27.3,18.8,0.00,14.1,59,17.83
2019-01-15,27.7,19.4,0.00,11.3,78,17.86
2019-01-16,29.1,20.3,0.00,14.0,42,17.86
2019-01-17,29.8,21.4,0.00,15.2,327,18.04
2019-01-18,29.4,20.7,0.00,11.7,40,18.27
2019-01-19,29.4,20.9,0.00,11.5,63,18.18
2019-01-20,29.7,22.5,0.00,9.9,64,18.35
2019-01-21,29.0,21.4,0.00,18.1,251,18.32
2019-01-22,25.9,19.2,0.00,19.3,254,18.18
2019-01-23,24.8,18.2,0.00,14.0,282,16.82
2019-01-24,26.6,18.5,0.00,18.1,313,18.31
2019-01-25,24.5,18.1,0.00,17.8,335,19.36
2019-01-26,24.1,17.1,0.00,16.2,51,18.72
2019-01-27,24.3,17.4,0.00,16.0,67,19.16
2019-01-28,23.1,16.6,0.00,16.6,72,19.38
2019-01-29,23.9,16.1,0.00,15.2,80,19.74
2019-01-30,26.8,17.7,0.00,13.2,73,19.55
2019-01-31,27.4,19.1,0.00,11.2,262,19.24
2019-02-01,28.4,19.8,0.00,12.0,276,19.30
2019-02-02,28.3,20.4,0.00,14.3,355,18.18
2019-02-03,28.7,21.6,0.00,12.5,321,15.91
2019-02-04,29.6,22.6,0.00,17.9,119,17.63
2019-02-05,29.7,22.2,0.00,13.5,250,19.04
2019-02-06,29.1,21.9,0.00,18.2,261,19.15
2019-02-07,24.6,18.8,0.00,22.6,280,20.00
2019-02-08,22.3,15.8,0.00,16.8,293,21.19
2019-02-09,23.7,14.7,0.00,17.4,64,21.66
2019-02-10,27.6,17.2,0.00,14.8,79,21.34
2019-02-11,29.8,19.7,0.00,17.2,36,20.98
2019-02-12,31.7,22.9,0.00,16.0,14,19.13
2019-02-13,31.3,24.2,0.00,14.8,259,18.28
2019-02-14,31.3,23.4,0.00,16.9,283,20.16
2019-02-15,29.4,22.6,0.00,17.4,286,21.20
2019-02-16,27.6,20.1,0.00,15.7,335,21.65
2019-02-17,29.4,20.9,0.00,15.4,333,21.63
2019-02-18,31.7,21.9,0.00,10.9,295,21.48
2019-02-19,32.8,22.8,0.00,13.6,292,21.66
2019-02-20,34.1,24.7,0.00,14.6,60,21.57
2019-02-21,34.0,24.7,0.00,15.1,257,20.33
2019-02-22,34.0,25.7,0.00,16.3,304,21.26
2019-02-23,34.1,25.3,0.00,17.9,331,21.45
2019-02-24,33.2,24.7,0.00,20.1,294,22.18
2019-02-25,30.7,23.7,0.00,15.7,306,22.32
2019-02-26,27.9,22.9,0.00,21.6,294,22.56
2019-02-27,26.6,20.9,0.00,21.4,277,21.02
2019-02-28,27.7,20.6,0.00,12.1,349,22.88
2019-03-01,29.7,21.4,0.00,11.2,56,22.60
2019-03-02,34.0,24.0,0.00,19.6,174,22.58
2019-03-03,30.6,23.2,0.00,15.5,268,22.43
2019-03-04,29.0,22.2,0.00,18.1,275,20.76
2019-03-05,29.7,21.6,0.00,15.5,279,22.52
2019-03-06,28.7,21.3,0.00,13.0,295,23.64
2019-03-07,30.6,22.0,0.00,14.8,302,23.82
2019-03-08,33.2,23.8,0.00,17.3,301,23.21
2019-03-09,32.3,24.7,0.00,19.1,301,23.22
2019-03-10,33.3,25.0,0.00,16.9,305,23.45
2019-03-11,31.9,24.6,0.00,15.8,286,23.57
2019-03-12,33.5,24.9,0.00,15.2,291,23.41
2019-03-13,32.0,24.4,0.00,17.1,291,20.62
2019-03-14,31.0,23.9,0.00,16.1,298,23.70
2019-03-15,32.2,24.4,0.00,15.4,339,24.16
2019-03-16,34.7,25.5,0.00,16.4,289,24.14
2019-03-17,33.8,26.0,0.00,14.5,284,24.05
2019-03-18,33.8,25.8,0.00,20.2,319,24.49
2019-03-19,34.3,26.1,0.00,18.2,316,24.87
2019-03-20,34.2,25.4,0.00,18.9,277,24.59
2019-03-21,33.0,25.0,0.00,15.5,273,25.02
2019-03-22,33.7,24.9,0.00,14.7,312,25.01
2019-03-23,34.8,27.1,0.00,15.0,329,24.87
2019-03-24,35.7,27.7,0.00,12.7,355,24.79
2019-03-25,36.3,28.9,0.00,14.3,1,24.34
2019-03-26,36.5,28.8,0.00,16.0,4,25.34
2019-03-27,36.8,28.5,0.00,16.3,320,25.55
2019-03-28,37.6,28.7,0.00,16.0,302,25.02
2019-03-29,38.0,29.4,0.00,19.4,294,24.99
2019-03-30,37.5,29.8,0.00,17.8,300,23.65
2019-03-31,36.3,28.9,0.00,19.0,279,24.60
2019-04-01,36.4,27.7,0.00,15.8,252,25.92
2019-04-02,37.4,27.5,0.00,18.4,254,25.89
2019-04-03,38.0,28.7,0.00,17.0,269,25.78
2019-04-04,38.9,29.4,0.00,22.3,292,25.08
2019-04-05,37.1,28.7,0.00,19.1,268,24.89
2019-04-06,36.9,28.8,0.00,19.1,289,25.17
2019-04-07,37.1,29.1,0.00,18.5,282,25.90
2019-04-08,38.1,29.1,0.00,20.3,284,25.83
2019-04-09,36.5,29.3,0.00,21.8,288,26.07
2019-04-10,38.1,29.1,0.00,18.9,290,25.78
2019-04-11,37.8,29.6,0.00,19.8,295,24.37
2019-04-12,38.0,29.6,0.00,17.9,292,24.69
2019-04-13,38.8,30.6,0.00,23.9,305,23.96
2019-04-14,39.3,30.5,0.00,20.4,299,22.38
2019-04-15,36.5,30.3,0.00,21.6,232,19.34
2019-04-16,33.1,27.5,1.10,17.6,244,20.44
2019-04-17,33.3,26.5,0.00,17.8,269,26.56
2019-04-18,34.1,25.8,0.00,20.1,300,26.45
2019-04-19,35.7,28.1,0.00,20.5,305,26.81
2019-04-20,36.9,28.1,0.00,19.4,262,27.08
2019-04-21,37.2,28.4,0.00,20.8,253,26.64
2019-04-22,37.8,28.9,0.00,17.3,259,26.82
2019-04-23,39.5,30.7,0.00,24.3,286,26.04
2019-04-24,39.7,30.8,0.00,24.7,301,24.06
2019-04-25,39.2,31.4,0.00,21.2,309,22.35
2019-04-26,41.4,33.1,0.00,21.4,332,23.52
2019-04-27,41.7,34.3,0.00,21.9,332,23.77
2019-04-28,41.5,34.1,0.00,22.7,322,26.33
2019-04-29,39.5,32.2,0.00,17.3,284,24.49
2019-04-30,38.5,31.2,0.00,22.1,279,26.85
2019-05-01,36.6,28.8,0.00,21.0,260,26.73
2019-05-02,35.7,27.6,0.00,17.5,269,27.21
2019-05-03,34.6,26.9,0.00,19.1,265,26.88
2019-05-04,34.3,27.0,0.00,18.1,259,24.21
2019-05-05,35.6,27.7,0.00,16.9,275,25.53
2019-05-06,37.5,28.9,0.00,21.1,291,25.72
2019-05-07,37.0,29.5,0.00,18.2,287,24.80
2019-05-08,35.1,28.0,0.00,16.9,271,24.88
2019-05-09,34.4,27.4,0.00,18.7,275,25.56
2019-05-10,35.0,27.3,0.00,19.4,273,25.91
2019-05-11,36.9,28.0,0.00,15.2,285,27.09
2019-05-12,37.8,28.7,0.00,17.2,279,26.48
2019-05-13,37.2,28.9,0.00,18.9,277,25.86
2019-05-14,36.8,28.7,0.00,17.8,266,26.35
2019-05-15,36.3,28.1,0.00,17.3,278,27.24
2019-05-16,36.3,28.1,0.00,17.7,287,27.03
2019-05-17,36.8,28.7,0.00,21.4,293,25.51
2019-05-18,36.9,29.9,0.00,17.9,301,25.38
2019-05-19,38.1,30.8,0.00,16.3,309,27.00
2019-05-20,39.2,31.2,0.00,18.9,302,25.75
2019-05-21,39.1,31.8,0.00,19.1,302,23.92
2019-05-22,38.1,30.8,0.00,17.1,282,25.59
2019-05-23,38.5,30.6,0.00,18.2,289,25.23
2019-05-24,37.7,29.8,0.00,19.1,282,27.03
2019-05-25,37.4,29.9,0.00,16.8,284,26.87
2019-05-26,36.7,29.1,0.00,17.1,272,26.82
2019-05-27,37.8,29.9,0.00,18.1,281,26.77
2019-05-28,38.3,30.2,0.00,19.8,289,27.07
2019-05-29,38.0,30.2,0.00,19.3,282,27.13
2019-05-30,37.4,29.9,0.00,18.2,278,26.30
2019-05-31,38.9,30.2,0.00,20.4,273,26.10
2019-06-01,36.9,29.3,0.00,19.1,258,26.18
2019-06-02,37.6,29.8,0.00,17.3,262,23.45
2019-06-03,35.5,29.1,0.20,20.8,256,21.88
2019-06-04,36.7,29.5,0.00,20.0,267,25.13
2019-06-05,37.7,29.9,0.00,17.4,280,22.46
2019-06-06,35.8,30.0,0.50,15.9,265,21.52
2019-06-07,37.3,30.1,0.00,17.7,275,25.33
2019-06-08,38.2,30.8,0.00,16.0,268,23.05
2019-06-09,38.7,30.6,0.30,21.3,264,23.30
2019-06-10,35.1,29.6,0.20,17.3,249,18.12
2019-06-11,37.1,29.4,6.00,18.2,241,21.39
2019-06-12,33.9,28.5,0.60,27.4,196,17.46
2019-06-13,31.2,26.7,2.30,29.4,207,20.63
2019-06-14,31.8,26.6,0.10,25.5,215,20.57
2019-06-15,29.2,25.7,1.30,29.1,220,17.77
2019-06-16,30.8,26.2,2.30,29.4,229,21.61
2019-06-17,29.6,25.8,0.90,28.6,229,18.83
2019-06-18,30.0,25.8,1.50,30.4,226,21.28
2019-06-19,29.2,25.7,6.50,22.1,237,15.46
2019-06-20,32.4,26.9,0.10,18.4,265,21.33
2019-06-21,32.5,27.0,0.60,18.4,270,22.95
2019-06-22,34.4,27.4,1.20,18.0,270,23.84
2019-06-23,30.4,25.3,24.30,14.7,271,7.51
2019-06-24,27.7,25.3,11.00,14.1,270,9.50
2019-06-25,30.1,25.8,10.90,15.0,262,20.04
2019-06-26,30.9,26.1,9.50,15.1,251,19.78
2019-06-27,29.9,25.6,9.40,16.8,243,19.29
2019-06-28,26.9,24.2,36.00,16.3,239,8.34
2019-06-29,24.9,23.5,31.20,22.3,260,6.78
2019-06-30,23.9,23.1,20.80,17.4,245,5.53
2019-07-01,24.0,22.9,44.50,15.5,250,4.57
2019-07-02,24.3,23.0,24.00,18.1,244,7.69
2019-07-03,24.9,23.4,9.60,22.7,244,8.78
2019-07-04,26.3,24.1,3.70,26.2,247,12.57
2019-07-05,27.6,24.0,12.90,29.2,245,13.85
2019-07-06,23.9,23.2,20.30,27.6,244,6.12
2019-07-07,24.1,23.2,27.50,23.4,245,4.93
2019-07-08,25.4,23.8,4.30,24.0,239,8.51
2019-07-09,26.2,24.3,3.90,29.2,235,16.24
2019-07-10,27.2,24.2,10.20,23.9,239,15.60
2019-07-11,25.8,23.8,4.40,28.7,241,10.75
2019-07-12,27.5,24.5,1.90,28.0,236,17.66
2019-07-13,26.9,24.3,3.10,24.6,234,18.82
2019-07-14,27.3,24.5,2.70,27.7,248,21.15
2019-07-15,27.7,24.8,0.90,26.0,250,21.04
2019-07-16,27.5,24.6,1.80,24.9,246,20.12
2019-07-17,27.9,24.9,0.70,20.7,255,20.10
2019-07-18,28.3,25.0,0.90,15.9,256,20.60
2019-07-19,29.8,25.4,1.80,15.4,269,19.97
2019-07-20,28.8,25.2,47.90,11.9,281,13.09
2019-07-21,29.6,25.2,34.00,9.5,261,17.82
2019-07-22,30.0,25.8,10.80,8.9,199,18.60
2019-07-23,29.1,25.6,2.50,13.5,221,17.33
2019-07-24,28.1,24.9,15.10,27.3,223,18.57
2019-07-25,26.2,24.1,34.70,26.4,253,12.03
2019-07-26,25.8,23.7,11.60,27.9,253,14.91
2019-07-27,24.8,23.1,12.60,30.7,258,9.65
2019-07-28,25.1,23.5,6.30,29.6,260,9.39
2019-07-29,24.1,23.0,25.60,26.6,258,6.83
2019-07-30,23.6,22.8,21.20,28.9,255,5.68
2019-07-31,23.8,22.9,26.70,27.4,254,6.38
2019-08-01,24.6,23.4,15.40,28.5,256,9.86
2019-08-02,25.9,23.6,9.50,32.8,254,13.79
2019-08-03,25.0,23.3,27.80,27.1,247,6.45
2019-08-04,23.9,23.0,163.40,28.3,252,3.42
2019-08-05,24.5,23.3,44.40,26.7,262,5.92
2019-08-06,26.6,23.9,9.60,28.6,255,14.10
2019-08-07,25.1,23.5,5.70,30.3,255,7.96
2019-08-08,23.6,23.2,15.50,31.0,257,5.31
2019-08-09,24.1,23.4,30.00,31.8,253,5.75
2019-08-10,26.1,23.6,15.20,31.0,234,16.72
2019-08-11,25.2,23.4,7.20,30.5,236,15.47
2019-08-12,27.3,24.2,1.70,21.9,245,18.77
2019-08-13,27.7,24.3,2.00,21.9,252,18.75
2019-08-14,25.9,23.9,2.10,21.6,253,9.17
2019-08-15,26.1,23.9,2.30,27.4,248,14.95
2019-08-16,26.1,23.9,3.60,27.1,245,19.24
2019-08-17,26.8,23.9,2.50,24.1,239,19.83
2019-08-18,27.0,24.1,1.40,21.8,246,19.52
2019-08-19,27.6,24.1,2.50,19.6,258,20.87
2019-08-20,27.9,24.3,2.20,19.8,276,19.07
2019-08-21,27.2,23.9,2.70,19.5,272,19.46
2019-08-22,26.7,24.0,1.70,18.4,272,19.74
2019-08-23,27.8,24.1,1.20,17.3,270,20.10
2019-08-24,26.9,23.8,2.80,16.3,254,16.21
2019-08-25,27.9,23.9,1.20,19.7,247,19.53
2019-08-26,26.8,23.7,1.40,20.9,257,15.17
2019-08-27,25.5,23.3,0.60,22.0,240,13.50
2019-08-28,27.7,24.0,0.80,21.4,233,18.63
2019-08-29,28.5,24.6,2.80,15.9,234,18.58
2019-08-30,28.1,24.4,7.30,18.4,239,16.37
2019-08-31,26.6,23.9,5.10,20.6,241,14.61
2019-09-01,27.1,23.8,3.60,24.1,234,14.22
2019-09-02,27.2,24.1,2.70,22.6,237,17.94
2019-09-03,26.5,24.0,3.80,19.0,241,14.12
2019-09-04,27.4,23.9,10.30,26.6,236,11.90
2019-09-05,26.7,24.0,1.90,20.8,233,14.12
2019-09-06,26.8,24.1,2.40,24.6,237,13.44
2019-09-07,26.3,24.0,3.30,26.1,232,12.33
2019-09-08,25.9,23.7,4.20,27.0,233,8.04
2019-09-09,26.0,23.7,9.50,22.6,242,9.24
2019-09-10,26.1,23.8,5.80,25.4,239,11.91
2019-09-11,26.8,23.9,1.80,24.2,249,16.11
2019-09-12,24.6,23.0,6.70,21.3,251,7.18
2019-09-13,25.5,23.0,3.40,25.1,252,10.69
2019-09-14,25.3,23.3,3.10,24.4,257,11.12
2019-09-15,27.1,24.0,3.90,19.6,262,17.93
2019-09-16,26.6,23.9,0.60,23.1,276,16.26
2019-09-17,24.7,23.1,14.20,15.5,274,7.61
2019-09-18,27.2,23.8,6.80,14.0,294,10.60
2019-09-19,28.5,24.1,24.60,17.4,88,13.38
2019-09-20,27.6,23.9,5.70,17.3,192,15.53
2019-09-21,28.8,24.1,5.10,16.1,167,16.69
2019-09-22,28.9,24.4,1.00,16.9,223,19.80
2019-09-23,29.3,24.2,10.50,14.5,286,18.63
2019-09-24,28.2,24.2,8.80,14.5,326,16.13
2019-09-25,27.6,24.0,10.40,11.0,60,14.06
2019-09-26,27.7,23.9,27.60,14.9,115,12.38
2019-09-27,26.3,23.3,46.90,20.0,221,13.66
2019-09-28,27.4,23.7,0.70,19.7,224,17.13
2019-09-29,27.5,23.8,0.80,20.2,223,18.96
2019-09-30,26.5,23.5,1.70,21.4,226,16.15
2019-10-01,26.7,23.6,1.40,19.7,253,17.31
2019-10-02,28.1,23.9,0.40,14.5,275,16.90
2019-10-03,28.1,24.1,1.00,9.9,291,18.32
2019-10-04,28.8,23.8,9.80,8.6,312,16.79
2019-10-05,29.2,23.5,4.10,9.2,316,18.61
2019-10-06,28.1,23.3,11.00,11.9,334,16.02
2019-10-07,29.0,24.0,2.10,7.3,26,17.42
2019-10-08,29.2,23.9,12.50,10.1,38,18.39
2019-10-09,29.3,24.4,4.10,10.1,61,19.13
2019-10-10,28.9,24.6,0.20,12.0,65,19.65
2019-10-11,28.6,24.5,0.40,10.7,74,18.43
2019-10-12,29.0,24.7,0.50,12.0,71,19.09
2019-10-13,29.5,25.0,0.10,11.7,69,18.40
2019-10-14,30.2,25.1,0.00,12.0,67,21.51
2019-10-15,29.9,24.2,0.00,15.5,78,21.79
2019-10-16,29.8,24.1,0.00,14.8,62,20.22
2019-10-17,29.5,23.8,0.00,13.0,74,19.94
2019-10-18,28.9,23.4,2.90,16.5,84,16.93
2019-10-19,25.5,23.0,14.90,18.3,93,6.06
2019-10-20,22.4,21.6,20.10,15.5,69,4.17
2019-10-21,26.3,22.4,17.30,15.2,79,8.63
2019-10-22,26.9,22.9,10.20,14.4,93,10.37
2019-10-23,25.8,22.7,12.30,12.3,91,8.19
2019-10-24,23.7,22.1,4.70,18.0,80,5.49
2019-10-25,24.5,22.1,9.20,22.4,80,6.36
2019-10-26,24.9,22.4,9.20,24.1,91,7.02
2019-10-27,27.3,23.4,0.80,20.3,107,12.80
2019-10-28,28.7,23.5,6.10,15.4,112,16.05
2019-10-29,28.5,23.4,4.60,15.6,99,16.24
2019-10-30,28.9,23.9,3.10,13.5,84,17.34
2019-10-31,28.2,23.9,0.10,17.9,91,16.98
2019-11-01,27.9,24.0,3.40,22.9,102,12.34
2019-11-02,28.0,23.6,0.10,10.5,91,15.54
2019-11-03,27.5,23.0,1.00,6.0,303,16.20
2019-11-04,28.7,23.6,0.10,8.7,329,17.73
2019-11-05,28.6,23.6,0.00,8.9,339,17.96
2019-11-06,28.3,23.8,0.30,8.7,298,17.91
2019-11-07,27.3,23.2,0.40,16.1,225,15.98
2019-11-08,27.4,22.4,0.00,17.1,196,16.30
2019-11-09,28.4,23.0,0.00,12.8,212,18.15
2019-11-10,28.6,22.8,0.00,10.2,53,18.28
2019-11-11,28.9,23.3,0.10,9.5,75,17.96
2019-11-12,28.5,22.9,0.10,12.3,79,16.41
2019-11-13,27.5,22.8,0.10,13.7,89,15.83
2019-11-14,27.4,21.8,0.00,14.3,94,18.69
2019-11-15,26.5,21.7,0.40,11.2,79,14.32
2019-11-16,28.5,23.2,0.00,10.3,73,15.88
2019-11-17,28.5,23.6,0.10,10.4,63,16.64
2019-11-18,28.9,22.5,0.00,13.7,67,17.97
2019-11-19,29.4,22.0,0.00,10.2,69,17.77
2019-11-20,29.4,22.7,0.00,12.4,86,16.27
2019-11-21,29.5,23.3,0.00,15.1,87,16.65
2019-11-22,29.5,23.4,0.00,10.5,74,16.43
2019-11-23,29.1,22.9,0.00,11.5,65,17.33
2019-11-24,29.1,22.8,0.00,11.6,79,17.77
2019-11-25,29.1,22.6,0.00,13.2,86,17.95
2019-11-26,29.4,22.7,0.00,12.0,103,17.67
2019-11-27,29.3,23.0,0.00,12.9,100,17.71
2019-11-28,29.4,22.7,0.00,10.6,78,17.18
2019-11-29,28.5,23.2,0.00,9.4,57,14.95
2019-11-30,28.0,23.1,0.00,13.9,83,13.05
2019-12-01,28.9,23.3,0.50,9.1,44,13.78
2019-12-02,28.7,23.2,0.30,15.1,85,15.02
2019-12-03,28.3,23.2,0.00,18.8,97,15.60
2019-12-04,28.6,23.5,0.40,22.7,100,13.92
2019-12-05,28.1,24.1,0.00,14.8,88,9.96
2019-12-06,28.2,23.1,0.00,12.7,67,15.45
2019-12-07,27.3,21.5,0.00,12.9,83,16.83
2019-12-08,27.9,21.3,0.00,12.1,75,16.82
2019-12-09,28.6,22.2,0.00,10.1,73,16.19
2019-12-10,28.4,23.2,0.00,10.5,58,15.61
2019-12-11,28.9,22.9,0.00,11.8,282,15.09
2019-12-12,28.1,22.3,0.30,17.2,244,15.22
2019-12-13,26.9,20.6,0.00,13.0,285,15.81
2019-12-14,27.4,20.3,0.00,15.8,351,16.45
2019-12-15,27.9,20.9,0.00,11.3,33,14.95
2019-12-16,25.9,20.8,0.30,14.1,72,11.46
2019-12-17,25.9,20.5,0.00,16.7,85,12.39
2019-12-18,27.3,20.8,0.00,10.5,79,15.30
2019-12-19,27.5,21.0,0.00,9.9,74,16.80
2019-12-20,28.1,21.2,0.00,9.9,84,16.95
2019-12-21,28.1,21.8,0.00,10.8,63,14.98
2019-12-22,27.8,21.7,0.00,14.1,97,14.25
2019-12-23,27.9,22.6,0.50,9.4,94,14.35
2019-12-24,28.4,22.5,0.50,15.5,219,13.63
2019-12-25,27.4,22.5,0.10,11.5,14,9.48
2019-12-26,28.0,22.6,0.10,13.8,323,14.94
2019-12-27,25.4,19.4,0.00,15.3,76,17.13
2019-12-28,25.5,18.6,0.00,15.7,89,17.14
2019-12-29,24.8,19.1,0.00,13.4,81,11.00
2019-12-30,25.8,20.2,0.00,16.0,84,14.89
2019-12-31,25.9,19.0,0.00,13.1,291,17.54
2020-01-01,25.7,17.5,0.00,15.9,259,17.46
2020-01-02,26.8,18.2,0.00,15.4,273,16.85
2020-01-03,24.7,18.4,0.00,12.1,359,14.99
2020-01-04,23.2,17.4,0.00,13.5,51,14.48
2020-01-05,24.5,18.1,0.00,17.0,84,17.33
2020-01-06,27.4,19.8,0.00,14.8,86,17.09
2020-01-07,28.5,21.2,0.00,15.2,122,15.69
2020-01-08,26.2,21.3,0.00,18.1,271,16.50
2020-01-09,24.6,18.2,0.00,12.7,45,17.81
2020-01-10,25.3,18.1,0.00,16.8,87,17.60
2020-01-11,27.3,19.6,0.00,13.0,82,17.30
2020-01-12,27.9,21.0,0.00,9.5,74,17.49
2020-01-13,27.6,20.7,0.00,16.4,261,15.70
2020-01-14,26.3,20.3,0.00,14.1,281,14.30
2020-01-15,26.1,18.9,0.00,17.0,294,15.41
2020-01-16,22.0,16.7,0.00,15.1,293,18.50
2020-01-17,22.7,15.3,0.00,13.5,338,18.95
2020-01-18,25.2,16.7,0.00,11.3,55,18.46
2020-01-19,26.8,18.8,0.00,10.8,65,18.12
2020-01-20,28.6,20.1,0.00,11.3,98,18.07
2020-01-21,29.0,21.7,0.00,13.4,255,18.15
2020-01-22,28.7,21.6,0.00,15.9,331,16.63
2020-01-23,28.9,22.1,0.00,12.6,48,17.71
2020-01-24,28.8,21.8,0.00,9.4,81,18.63
2020-01-25,29.1,22.3,0.00,15.0,16,16.79
2020-01-26,30.3,22.6,0.00,12.7,66,17.97
2020-01-27,29.1,22.6,0.00,20.1,252,18.79
2020-01-28,24.4,18.9,0.20,21.5,261,14.81
2020-01-29,23.6,18.6,0.00,10.7,292,17.82
2020-01-30,25.3,17.1,0.00,9.8,13,19.83
2020-01-31,27.2,18.7,0.00,13.5,23,19.51
2020-02-01,27.2,19.5,0.00,13.3,47,19.40
2020-02-02,28.9,20.9,0.00,16.8,85,19.14
2020-02-03,29.3,20.5,0.00,16.4,256,19.58
2020-02-04,28.0,20.9,0.00,13.0,291,19.07
2020-02-05,29.0,20.3,0.00,16.3,337,19.33
2020-02-06,28.6,20.9,0.00,16.1,295,20.55
2020-02-07,26.8,19.5,0.00,16.1,323,20.73
2020-02-08,26.9,20.2,0.00,17.4,51,20.57
2020-02-09,27.2,20.5,0.00,20.1,84,20.30
2020-02-10,28.2,21.5,0.00,16.9,91,16.35
2020-02-11,28.3,22.5,0.00,17.4,88,14.74
2020-02-12,29.2,23.7,0.00,15.0,81,14.19
2020-02-13,30.6,24.3,0.00,16.2,53,19.88
2020-02-14,30.4,24.1,0.00,16.3,344,21.15
2020-02-15,31.1,23.4,0.00,19.4,323,21.27
2020-02-16,31.9,24.2,0.00,15.2,57,20.96
2020-02-17,32.2,25.1,0.00,15.7,59,21.20
2020-02-18,32.7,25.3,0.00,13.7,61,21.56
2020-02-19,33.2,25.7,0.00,16.2,282,21.79
2020-02-20,32.8,25.2,0.00,15.1,263,21.78
2020-02-21,32.5,25.0,0.00,14.6,264,21.66
2020-02-22,32.4,24.5,0.00,16.8,1,21.87
2020-02-23,34.0,25.7,0.00,15.9,293,21.82
2020-02-24,33.1,24.4,0.00,16.1,329,22.43
2020-02-25,30.3,23.3,0.00,15.8,46,23.01
2020-02-26,30.9,22.8,0.00,19.1,82,23.08
2020-02-27,31.3,23.1,0.00,15.6,88,22.92
2020-02-28,32.9,24.2,0.00,15.3,15,22.77
2020-02-29,32.9,24.5,0.00,17.3,245,22.72
2020-03-01,32.0,24.3,0.00,16.0,258,21.14
2020-03-02,32.2,24.2,0.00,17.0,249,23.49
2020-03-03,30.4,23.2,0.00,18.4,257,23.45
2020-03-04,29.0,21.8,0.00,15.3,279,22.51
2020-03-05,30.1,21.8,0.00,19.8,256,23.50
2020-03-06,27.2,21.3,0.00,25.8,247,19.48
2020-03-07,28.8,21.3,0.00,13.5,269,22.62
2020-03-08,31.4,22.3,0.00,14.8,291,23.59
2020-03-09,31.8,24.3,0.00,15.8,272,23.11
2020-03-10,29.0,22.6,0.00,24.2,253,19.03
2020-03-11,28.5,21.7,0.00,18.8,265,23.67
2020-03-12,28.1,20.8,0.00,17.2,270,22.69
2020-03-13,29.5,20.9,0.00,18.0,305,25.00
2020-03-14,30.8,21.9,0.00,17.8,4,25.32
2020-03-15,32.1,23.3,0.00,16.6,76,24.09
2020-03-16,33.5,25.5,0.00,16.8,77,22.63
2020-03-17,34.7,26.7,0.00,20.4,315,21.50
2020-03-18,35.9,27.4,0.00,18.6,287,22.22
2020-03-19,34.2,26.7,0.00,16.9,276,25.52
2020-03-20,31.6,24.6,0.00,23.1,260,24.84
2020-03-21,32.1,24.4,0.00,15.9,292,24.69
2020-03-22,33.6,25.7,0.00,15.8,313,21.74
2020-03-23,35.2,27.7,0.00,18.2,328,24.39
